phenotype	variable_type	source	n_non_missing	n_missing	n_controls	n_cases
L12_ACTINKERA	categorical	finngen	361194	0	359845	1349
C_PROSTATE	categorical	finngen	361194	0	354873	6321
H7_STRABNAS	categorical	finngen	361194	0	360965	229
L12_ERYTH_NAS	categorical	finngen	361194	0	361086	108
L12_NAILDIS	categorical	finngen	361194	0	360275	919
M13_RECUDISLOCATIO	categorical	finngen	361194	0	360988	206
M13_SACROCOGG	categorical	finngen	361194	0	360894	300
M13_TRIGGERFINGER	categorical	finngen	361194	0	359195	1999
I9_CARDMYO	categorical	finngen	361194	0	360773	421
K11_HERNIA	categorical	finngen	361194	0	334997	26197
M13_RHEUMA	categorical	finngen	361194	0	359589	1605
C3_PRIMARY_LYMPHOID_HEMATOPOIETIC	categorical	finngen	361194	0	358484	2710
C3_SECONDARY_WITHOUT_SITESPEC	categorical	finngen	361194	0	361049	145
M13_BONEDISNAS	categorical	finngen	361194	0	360332	862
H7_GLAUCCLOSEPRIM	categorical	finngen	361194	0	360732	462
F5_ANXIETY	categorical	finngen	361194	0	360842	352
C_THYROID_GLAND	categorical	finngen	361194	0	360800	394
H8_OTHHEARINGLOSS	categorical	finngen	361194	0	360781	413
M13_JOINTOTH	categorical	finngen	361194	0	353251	7943
I9_STR	categorical	finngen	361194	0	357362	3832
H8_MED_SUPP	categorical	finngen	361194	0	360708	486
E4_NUTRIDEF	categorical	finngen	361194	0	360978	216
XIX_INJURY_POISON	categorical	finngen	361194	0	316398	44796
I9_CARDMPRI	categorical	finngen	361194	0	360834	360
XVIII_MISCFINDINGS	categorical	finngen	361194	0	263592	97602
M13_DUPUTRYEN	categorical	finngen	361194	0	358246	2948
C3_CONNECTIVE_SOFT_NAS	categorical	finngen	361194	0	360957	237
H7_VITRBODYGLOBE	categorical	finngen	361194	0	360717	477
C_FOLLICULAR_LYMPHOMA	categorical	finngen	361194	0	360829	365
C_BREAST_3	categorical	finngen	361194	0	351473	9721
C_TNK_LYMPHOMA	categorical	finngen	361194	0	361060	134
M13_CERVICALGIA	categorical	finngen	361194	0	360145	1049
C_HODGKIN_LYMPHOMA	categorical	finngen	361194	0	360946	248
ENDOMETRIOSIS_NOS	categorical	finngen	361194	0	360760	434
H7_KERATITIS	categorical	finngen	361194	0	361012	182
E4_DM1OPTH	categorical	finngen	361194	0	361028	166
CHRONSMALL	categorical	finngen	361194	0	360945	249
RHEUMA_CHRYSTAL	categorical	finngen	361194	0	361091	103
DM_PERIPHATHERO	categorical	finngen	361194	0	360690	504
H7_CORNEALOTH	categorical	finngen	361194	0	360880	314
C3_URINARY_TRACT	categorical	finngen	361194	0	359353	1841
PNEUMOBACTKNOWN	categorical	finngen	361194	0	360665	529
K11_GASTRODUOULC	categorical	finngen	361194	0	357727	3467
COLITNONINFNAS	categorical	finngen	361194	0	352249	8945
E4_DM2	categorical	finngen	361194	0	360306	888
L12_HYPERTROPHICSKIN	categorical	finngen	361194	0	360565	629
H8_CERUMEN	categorical	finngen	361194	0	361033	161
H7_LENS	categorical	finngen	361194	0	344118	17076
E4_THYTOXGOITDIF	categorical	finngen	361194	0	361036	158
L12_OTHPIGMENTATION	categorical	finngen	361194	0	360669	525
K11_OESULC	categorical	finngen	361194	0	358096	3098
L12_FOLICULAROTH	categorical	finngen	361194	0	360944	250
M13_DORSALGIANAS	categorical	finngen	361194	0	359076	2118
C_BRONCHUS_LUNG	categorical	finngen	361194	0	359513	1681
G6_NEUINFL	categorical	finngen	361194	0	360889	305
C_OTHER_SKIN	categorical	finngen	361194	0	346792	14402
I9_CONDUCTIO	categorical	finngen	361194	0	360139	1055
PULMONARYDG	categorical	finngen	361194	0	335813	25381
C_RECTOISIGMOID_JUNCTION	categorical	finngen	361194	0	360861	333
H8_HL_SEN_NAS	categorical	finngen	361194	0	361090	104
F5_PERSONALITY	categorical	finngen	361194	0	361066	128
C3_BLADDER	categorical	finngen	361194	0	360304	890
K11_ACUTGASTR	categorical	finngen	361194	0	360600	594
C3_ENDOCRINE	categorical	finngen	361194	0	360765	429
C3_KIDNEY_NOTRENALPELVIS	categorical	finngen	361194	0	360323	871
K11_IMPACT	categorical	finngen	361194	0	361069	125
C_STROKE	categorical	finngen	361194	0	355048	6146
M13_CARTILAGE	categorical	finngen	361194	0	360841	353
H8_PERCHRONDR	categorical	finngen	361194	0	360920	274
C3_ANUS_ANALCANAL	categorical	finngen	361194	0	361067	127
I9_STR_SAH	categorical	finngen	361194	0	356710	4484
H7_DIPLOPIA	categorical	finngen	361194	0	361011	183
PULM_ANXIETY	categorical	finngen	361194	0	360662	532
ILD_DIFF_DG	categorical	finngen	361194	0	334484	26710
GOUT	categorical	finngen	361194	0	360850	344
C3_LARYNX	categorical	finngen	361194	0	360989	205
CHILDHOOD_ALLERGY	categorical	finngen	361194	0	361053	141
BACT_INTEST_INFECTION_NOS	categorical	finngen	361194	0	360741	453
M13_LOWBACKPAIN	categorical	finngen	361194	0	355771	5423
C_SECONDARY_WITHOUT_SITESPEC	categorical	finngen	361194	0	361049	145
C_UNCERTAIN_SECONDARY	categorical	finngen	361194	0	360771	423
C3_TONSIL	categorical	finngen	361194	0	361019	175
I9_CORATHER	categorical	finngen	361194	0	346860	14334
M13_OLECRANONBURSITIS	categorical	finngen	361194	0	360909	285
XXI_HEALTHFACTORS	categorical	finngen	361194	0	315247	45947
H7_RETINALDETACHOTH	categorical	finngen	361194	0	360271	923
L12_OTHERDISSKINANDSUBCUTIS	categorical	finngen	361194	0	357047	4147
KRA_PSY_SUBSTANCE	categorical	finngen	361194	0	360362	832
CONGEN_HEART_ARTER	categorical	finngen	361194	0	360767	427
C_TONGUENAS	categorical	finngen	361194	0	361034	160
C_LIVER_INTRAHEPATIC_BILE_DUCTS	categorical	finngen	361194	0	360990	204
VIT_DEF	categorical	finngen	361194	0	361081	113
C3_LIP_ORAL_PHARYNX	categorical	finngen	361194	0	360404	790
HEARTFAIL	categorical	finngen	361194	0	359789	1405
M13_SPINSTENOSIS	categorical	finngen	361194	0	359284	1910
XX_EXTERNAL_MORB_MORT	categorical	finngen	361194	0	360844	350
L12_FOLLICULARNAS	categorical	finngen	361194	0	361087	107
M13_ARTHROSIS_OTH	categorical	finngen	361194	0	356026	5168
L12_ROSACEA	categorical	finngen	361194	0	361083	111
H7_RETINALDETACHBREAK	categorical	finngen	361194	0	359996	1198
M13_ENTESOPATHYNAS	categorical	finngen	361194	0	361041	153
C3_BRAIN	categorical	finngen	361194	0	360819	375
XII_SKIN_SUBCUTAN	categorical	finngen	361194	0	334120	27074
C3_RESPIRATORY_INTRATHORACIC	categorical	finngen	361194	0	359250	1944
K11_ADHE	categorical	finngen	361194	0	360550	644
K11_ILEUS	categorical	finngen	361194	0	359092	2102
KRA_PSY_ANYMENTAL_SUICID	categorical	finngen	361194	0	361071	123
M13_OSTEOPOROSIS	categorical	finngen	361194	0	360261	933
H7_CONJUVASC	categorical	finngen	361194	0	361041	153
H8_HL_CON_NAS	categorical	finngen	361194	0	361037	157
H8_VERTIGO	categorical	finngen	361194	0	360825	369
C3_OESOPHAGUS	categorical	finngen	361194	0	360697	497
KNEE_ARTHROSIS	categorical	finngen	361194	0	349294	11900
H7_RETINAVASC	categorical	finngen	361194	0	360874	320
ULCERPROCT	categorical	finngen	361194	0	360898	296
G6_ALS	categorical	finngen	361194	0	361027	167
H7_RETVASCNAS	categorical	finngen	361194	0	360932	262
K11_APPENDOTH	categorical	finngen	361194	0	360768	426
COPD_EARLYANDLATER	categorical	finngen	361194	0	359297	1897
XV_PREGNANCY_BIRTH	categorical	finngen	361194	0	349235	11959
G6_NERPLEX	categorical	finngen	361194	0	350296	10898
G6_MONOLOWOTHUNS	categorical	finngen	361194	0	361064	130
IBD_VIRAL_HEPATITIS	categorical	finngen	361194	0	360970	224
K11_PANCOTH	categorical	finngen	361194	0	360814	380
H7_REFRAACCOMMODIS	categorical	finngen	361194	0	361002	192
F5_DEMENTIA	categorical	finngen	361194	0	361037	157
L12_URTICARIA	categorical	finngen	361194	0	361043	151
L12_PSORIASIS	categorical	finngen	361194	0	360707	487
G6_SDHTRAU	categorical	finngen	361194	0	360956	238
I9_DISVEINLYMPH	categorical	finngen	361194	0	349327	11867
C_BRAIN	categorical	finngen	361194	0	360819	375
M13_ARTHRITISNAS	categorical	finngen	361194	0	360112	1082
M13_MUSCLEDISNAS	categorical	finngen	361194	0	360937	257
M13_MYALGIA	categorical	finngen	361194	0	360900	294
M13_CALCIFICTEND	categorical	finngen	361194	0	361021	173
E4_DM1KETO	categorical	finngen	361194	0	361026	168
M13_ANKLEFOOT	categorical	finngen	361194	0	361076	118
M13_IMPINGEMENT	categorical	finngen	361194	0	357774	3420
G6_ROOTPLEXOTHUNS	categorical	finngen	361194	0	361030	164
M13_FIBROBLASTIC	categorical	finngen	361194	0	358004	3190
VII_EYE_ADNEXA	categorical	finngen	361194	0	331316	29878
I9_MI	categorical	finngen	361194	0	354176	7018
C3_DIGESTIVE_ORGANS	categorical	finngen	361194	0	355504	5690
E4_DM2PERIPH	categorical	finngen	361194	0	361067	127
M13_SPONDYLINFLAMNAS	categorical	finngen	361194	0	361078	116
H7_VITROTH	categorical	finngen	361194	0	361060	134
L12_NAIL_INGROW	categorical	finngen	361194	0	360514	680
C3_PROSTATE	categorical	finngen	361194	0	354873	6321
SLEEP	categorical	finngen	361194	0	358243	2951
C3_FEMALE_GENITAL	categorical	finngen	361194	0	358591	2603
H8_MENIERE	categorical	finngen	361194	0	361072	122
M13_FINGERDEFORM	categorical	finngen	361194	0	361017	177
M13_CONTRACTUREJOINT	categorical	finngen	361194	0	361056	138
M13_ACHILLESTEND	categorical	finngen	361194	0	361032	162
ASTHMA_PNEUMONIA	categorical	finngen	361194	0	355294	5900
IBD_ENDOMETRIOSIS	categorical	finngen	361194	0	359678	1516
G6_DISBROTHUNS	categorical	finngen	361194	0	361067	127
L12_GRANULOMATOUSSKIN	categorical	finngen	361194	0	360836	358
H8_CHRON_SUPOTITIS	categorical	finngen	361194	0	360989	205
K11_OESOBST	categorical	finngen	361194	0	360200	994
N14_GLOMERULAR	categorical	finngen	361194	0	360489	705
II_NEOPLASM	categorical	finngen	361194	0	291016	70178
G6_CPETAL	categorical	finngen	361194	0	360610	584
H8_EXT_NAS	categorical	finngen	361194	0	361030	164
KRA_PSY_DEMENTIA	categorical	finngen	361194	0	360951	243
TRAUMBRAIN_NONCONCUS	categorical	finngen	361194	0	360631	563
L12_DERMATITISNAS	categorical	finngen	361194	0	360847	347
ASTHMA_EOSINOPHIL_SUGG	categorical	finngen	361194	0	358892	2302
XIV_GENITOURINARY	categorical	finngen	361194	0	289574	71620
L12_NONIONRADISKIN	categorical	finngen	361194	0	359693	1501
H7_BLEPHAROCHALASIS	categorical	finngen	361194	0	360696	498
L12_EPIDERMTHICKNAS	categorical	finngen	361194	0	360781	413
C3_MALE_GENITAL	categorical	finngen	361194	0	354399	6795
CARDIAC_ARRHYTM	categorical	finngen	361194	0	352393	8801
C3_EYE_ADNEXA	categorical	finngen	361194	0	361079	115
C_FEMALE_GENITAL	categorical	finngen	361194	0	358591	2603
F5_PANIC	categorical	finngen	361194	0	361082	112
AD	categorical	finngen	361194	0	361075	119
PRE_OR_ECLAMPSIA	categorical	finngen	361194	0	361000	194
III_BLOOD_IMMUN	categorical	finngen	361194	0	351099	10095
H7_EPIPHORA	categorical	finngen	361194	0	360602	592
F5_MOOD	categorical	finngen	361194	0	359648	1546
NEURODEGOTH	categorical	finngen	361194	0	360952	242
K11_GIBLEEDING	categorical	finngen	361194	0	355959	5235
M13_MEDIALEPICOND	categorical	finngen	361194	0	361072	122
M13_HAMMERTOE	categorical	finngen	361194	0	360356	838
H7_GLAUCSUSP	categorical	finngen	361194	0	360838	356
L12_DERM_NAS	categorical	finngen	361194	0	360874	320
K11_CHRONGASTR	categorical	finngen	361194	0	359404	1790
J10_ASTHMA	categorical	finngen	361194	0	359201	1993
K11_LIVER	categorical	finngen	361194	0	359531	1663
E4_OBESITYNAS	categorical	finngen	361194	0	360761	433
C3_EYE_BRAIN_NEURO	categorical	finngen	361194	0	360677	517
VIII_EAR_MASTOID	categorical	finngen	361194	0	355942	5252
DM_KETOACIDOSIS	categorical	finngen	361194	0	360960	234
KRA_PSY_PERSON	categorical	finngen	361194	0	361058	136
M13_NECROVASC	categorical	finngen	361194	0	360843	351
H8_OTORRHOEA	categorical	finngen	361194	0	361052	142
AB1_SEXUAL_TRANSMISSION	categorical	finngen	361194	0	361058	136
I9_HEARTFAIL_NS	categorical	finngen	361194	0	359789	1405
I9_ARTEMBTHR	categorical	finngen	361194	0	360616	578
C_LARYNX	categorical	finngen	361194	0	360989	205
THYROTOXICOSIS	categorical	finngen	361194	0	360772	422
M13_HALLUDEFORMOTH	categorical	finngen	361194	0	361059	135
H7_GLAUCNAS	categorical	finngen	361194	0	360621	573
GOUT_NOS	categorical	finngen	361194	0	360902	292
XVII_MALFORMAT_ABNORMAL	categorical	finngen	361194	0	359073	2121
DM_RETINOPAT_NOS	categorical	finngen	361194	0	360732	462
I9_IHD	categorical	finngen	361194	0	340337	20857
M13_DISSYNOTENDNAS	categorical	finngen	361194	0	360851	343
I9_PAD	categorical	finngen	361194	0	359964	1230
C_RESPIRATORY_INTRATHORACIC	categorical	finngen	361194	0	359250	1944
I9_HYPERTENSION	categorical	finngen	361194	0	359881	1313
H7_VISUDISTURB	categorical	finngen	361194	0	360583	611
M13_TENDOSYNOVITISNAS	categorical	finngen	361194	0	360565	629
D3_OTHERBLOOD	categorical	finngen	361194	0	360900	294
C3_COLON	categorical	finngen	361194	0	358757	2437
C3_CERVIX_UTERI	categorical	finngen	361194	0	360826	368
AB1_VIRAL_HEPATITIS	categorical	finngen	361194	0	360951	243
I9_NONRHEVALV	categorical	finngen	361194	0	359588	1606
I9_VTE	categorical	finngen	361194	0	356574	4620
X_RESPIRATORY	categorical	finngen	361194	0	335813	25381
D3_ANAEMIANAS	categorical	finngen	361194	0	356903	4291
M13_SHOULDERBURSITIS	categorical	finngen	361194	0	361035	159
DM_PERIPH_ANGIOPATHY	categorical	finngen	361194	0	361013	181
C_OVARY	categorical	finngen	361194	0	360350	844
H7_CONVERSTRAB	categorical	finngen	361194	0	361056	138
I9_RHEUFEV	categorical	finngen	361194	0	360760	434
G6_TRINEU	categorical	finngen	361194	0	361005	189
H7_EYELIDFUNC	categorical	finngen	361194	0	361060	134
K11_BARRET	categorical	finngen	361194	0	359403	1791
G6_XTRAPYR	categorical	finngen	361194	0	360714	480
LUNG_CANCER_MESOT	categorical	finngen	361194	0	359187	2007
C3_SKIN	categorical	finngen	361194	0	344663	16531
I9_AORTDIS	categorical	finngen	361194	0	361065	129
KRA_PSY_ANYMENTAL	categorical	finngen	361194	0	356890	4304
C3_TONGUENAS	categorical	finngen	361194	0	361034	160
L12_OTHERMELANIN	categorical	finngen	361194	0	360876	318
E4_DMNASOPTH	categorical	finngen	361194	0	361041	153
M13_ENTESOPATHYFOOT	categorical	finngen	361194	0	360962	232
D3_ITP	categorical	finngen	361194	0	360987	207
ULCERRECT	categorical	finngen	361194	0	361034	160
ENDOMETRIOSIS_PELVICPERITONEUM	categorical	finngen	361194	0	360906	288
M13_SPONDYLOLISTHESIS	categorical	finngen	361194	0	360554	640
CHRONNAS	categorical	finngen	361194	0	360430	764
VI_NERVOUS	categorical	finngen	361194	0	339871	21323
K11_OTHDIG	categorical	finngen	361194	0	354131	7063
OTHER_SYSTCON_FG	categorical	finngen	361194	0	360966	228
OTHER_ILD_CVD_COMORB	categorical	finngen	361194	0	358687	2507
M13_TOEDEFORMOTH	categorical	finngen	361194	0	360227	967
H7_RETINANAS	categorical	finngen	361194	0	360724	470
M13_CHRONDROPATHIES	categorical	finngen	361194	0	360903	291
SNORING	categorical	finngen	361194	0	359889	1305
C3_BRONCHUS_LUNG	categorical	finngen	361194	0	359513	1681
C_LYMPHNODES_SECONDARY_NAS	categorical	finngen	361194	0	361087	107
C3_MESTOTHEL_SOFTTISSUE	categorical	finngen	361194	0	360680	514
M13_ADHCAPSULITIS	categorical	finngen	361194	0	359996	1198
H7_PTOSIS	categorical	finngen	361194	0	360275	919
H7_LACRIMALSYSTEM	categorical	finngen	361194	0	359639	1555
ASTHMA_MODE	categorical	finngen	361194	0	360997	197
H7_CONJUNAS	categorical	finngen	361194	0	361086	108
RHEUMA_NOS	categorical	finngen	361194	0	359913	1281
H8_EXTOTITIS	categorical	finngen	361194	0	360861	333
I9_MI_STRICT	categorical	finngen	361194	0	354176	7018
RHEUMA_SEROPOS	categorical	finngen	361194	0	360867	327
I_INFECT_PARASIT	categorical	finngen	361194	0	351897	9297
H7_RETINALDISOTH	categorical	finngen	361194	0	359502	1692
ASTHMA_CHILD	categorical	finngen	361194	0	359201	1993
HYPTENSPREG	categorical	finngen	361194	0	360451	743
C_SECONDARY_RESPIRATORY_DIGESTIVE	categorical	finngen	361194	0	361085	109
C3_MELANOMA_SKIN	categorical	finngen	361194	0	358660	2534
C_OESOPHAGUS	categorical	finngen	361194	0	360697	497
SPONDYLOPATHY_FG	categorical	finngen	361194	0	360858	336
M13_FOREIGNBODY	categorical	finngen	361194	0	360973	221
COX_ARTHROSIS	categorical	finngen	361194	0	351784	9410
K11_COELIAC	categorical	finngen	361194	0	360352	842
L12_LICHENSCLERATROPH	categorical	finngen	361194	0	360924	270
M13_SYNOTEND	categorical	finngen	361194	0	355300	5894
M13_PYOGARTH	categorical	finngen	361194	0	360916	278
C_CONNECTIVE_SOFT_NAS	categorical	finngen	361194	0	360957	237
M13_NEURALGIA	categorical	finngen	361194	0	360984	210
ICDMAIN_ANY_ENTRY	categorical	finngen	361194	0	79185	282009
J10_EXTERLUNG	categorical	finngen	361194	0	360913	281
C3_BREAST_3	categorical	finngen	361194	0	351473	9721
C_MELANOMA_SKIN	categorical	finngen	361194	0	358660	2534
H8_HL_NAS	categorical	finngen	361194	0	360797	397
H7_HORDEOLUM	categorical	finngen	361194	0	361090	104
KRA_PSY_MOOD	categorical	finngen	361194	0	359648	1546
IBD_PULM	categorical	finngen	361194	0	360713	481
ENDOMETRIOSIS_OVARY	categorical	finngen	361194	0	360808	386
H7_CORNULCER	categorical	finngen	361194	0	361092	102
SPONDYLOARTHRITIS	categorical	finngen	361194	0	360730	464
L12_NAILNAS	categorical	finngen	361194	0	361003	191
I9_DVTANDPULM	categorical	finngen	361194	0	356875	4319
H7_RETINALDETACH	categorical	finngen	361194	0	358151	3043
I9_CHD_NOREV	categorical	finngen	361194	0	351037	10157
L12_SCARCONDITIONS	categorical	finngen	361194	0	359718	1476
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE	categorical	finngen	361194	0	360336	858
C_MYELOID-LEUKAEMIA	categorical	finngen	361194	0	360880	314
H7_RETINALBREAK	categorical	finngen	361194	0	360376	818
E4_DM2NOCOMP	categorical	finngen	361194	0	360740	454
C_RECTUM	categorical	finngen	361194	0	360024	1170
H7_GLAUCPRIMOPEN	categorical	finngen	361194	0	360664	530
RHEUMA_SEROPOS_OTH	categorical	finngen	361194	0	360895	299
